employee_id,age,experience_years,education,city,company_size,hours_worked_per_week,certifications,remote_work,performance_rating,salary
1369,45,20,Master,Mumbai,4690,32,5,Yes,3.33,2205700
1370,23,1,PhD,Chennai,4070,37,3,Yes,4.63,1145700
1371,49,15,High School,Pune,190,57,9,No,4.51,1730900
1372,47,5,Diploma,Hyderabad,4268,48,6,No,4.24,1086800
1373,44,14,Bachelor,Pune,2642,47,5,Yes,4.87,1766400
1374,29,2,Master,Hyderabad,811,59,8,No,3.61,1165000
1375,27,5,Master,Pune,3831,38,9,Yes,3.38,1178200
1376,49,13,PhD,Hyderabad,201,47,7,Yes,4.69,1896000
1377,51,19,Bachelor,Bangalore,2281,48,4,Yes,4.14,2019100
1378,52,13,Diploma,Kochi,1782,51,7,No,3.62,1622600
1379,40,9,Master,Kochi,1201,54,8,No,4.59,1673500
1380,60,28,Bachelor,Bangalore,541,46,6,Yes,4.2,2623500
1381,36,14,PhD,Hyderabad,261,50,7,Yes,3.0,1815500
1382,27,6,Master,Kochi,3358,42,7,Yes,4.54,1361800
1383,32,8,Master,Mumbai,4113,32,2,No,3.2,1319900
1384,35,5,High School,Coimbatore,790,46,4,Yes,4.64,1054900
1385,24,2,Bachelor,Hyderabad,34,60,8,Yes,2.01,762500
1386,45,12,Bachelor,Delhi,588,60,2,Yes,3.91,1607700
1387,52,19,Bachelor,Hyderabad,4932,41,9,Yes,4.67,2234300
1388,32,1,Bachelor,Chennai,4423,58,1,No,4.81,983900
1389,27,2,Bachelor,Bangalore,4096,36,9,Yes,4.99,1113700
1390,42,18,Bachelor,Kochi,3689,60,1,Yes,3.02,1862900
1391,44,18,Bachelor,Kochi,360,41,0,No,4.43,1944200
1392,58,25,Bachelor,Delhi,4339,48,9,No,4.27,2632200
1393,33,6,Master,Mumbai,3512,42,6,No,2.25,1209100
1394,22,0,Bachelor,Kochi,2525,45,4,Yes,3.58,749700
1395,23,1,Master,Hyderabad,2589,53,0,Yes,2.14,768300
1396,40,9,Bachelor,Kochi,4184,46,2,No,4.04,1429100
1397,23,2,Master,Pune,2643,32,3,No,2.62,825200
1398,60,30,Diploma,Bangalore,2399,30,3,No,4.95,2673000
1399,45,15,Master,Chennai,1297,34,9,Yes,3.87,1810600
1400,37,11,Bachelor,Mumbai,1698,60,10,No,3.23,1568300
1401,21,0,Bachelor,Pune,4019,38,9,Yes,3.88,891700
1402,46,19,Diploma,Pune,597,50,1,Yes,2.48,1719400
1403,52,22,Diploma,Mumbai,3282,39,8,No,2.85,2129400
1404,57,21,Bachelor,Pune,728,47,7,Yes,2.38,2093500
1405,23,0,Diploma,Kochi,1531,32,1,Yes,3.31,497400
1406,44,12,Bachelor,Chennai,4145,54,3,Yes,4.17,1648800
1407,23,0,Bachelor,Mumbai,1457,41,7,Yes,4.7,802900
1408,24,0,Bachelor,Bangalore,1865,35,10,Yes,3.01,759600
1409,49,19,Master,Mumbai,4581,35,2,No,2.17,1946500
1410,25,0,Bachelor,Hyderabad,2655,41,0,Yes,4.7,794500
1411,35,8,High School,Kochi,4664,33,3,Yes,3.69,1130500
1412,25,4,Bachelor,Kochi,2333,51,9,No,3.35,1130300
1413,36,7,Bachelor,Coimbatore,3945,59,2,No,3.61,1220600
1414,44,14,Master,Kochi,2127,58,2,No,4.22,1887700
1415,48,16,Bachelor,Pune,3315,34,10,No,2.62,1771500
1416,46,12,Master,Coimbatore,3202,44,5,No,2.98,1647400
1417,46,17,Diploma,Pune,4676,36,10,No,4.7,2041600
1418,56,24,Bachelor,Mumbai,1769,42,2,No,2.33,2077400
1419,49,15,Master,Kochi,436,36,3,No,3.66,1807500
1420,31,2,Bachelor,Coimbatore,215,52,3,No,3.7,733500
1421,32,5,Bachelor,Hyderabad,3312,48,3,Yes,3.23,1136500
1422,50,17,Master,Coimbatore,2610,49,9,Yes,4.03,2184800
1423,25,2,Master,Chennai,2735,57,1,No,4.79,1114700
1424,43,13,Diploma,Bangalore,2993,49,5,No,3.43,1583300
1425,32,6,Bachelor,Hyderabad,1357,43,1,No,2.47,983300
1426,56,17,Bachelor,Pune,948,51,2,No,2.29,1642500
1427,23,2,Bachelor,Hyderabad,183,48,5,No,3.75,889200
1428,32,6,Bachelor,Delhi,2803,32,5,Yes,2.53,1012300
1429,60,22,Diploma,Pune,2647,39,1,No,3.81,2097600
1430,52,24,Bachelor,Hyderabad,3011,57,4,Yes,3.54,2379800
1431,54,20,Bachelor,Hyderabad,446,50,3,No,2.79,1921700
1432,48,14,PhD,Coimbatore,677,40,8,Yes,2.39,1803200
1433,60,27,Bachelor,Pune,3871,42,6,Yes,4.09,2605000
1434,38,9,Master,Kochi,3355,52,5,Yes,4.83,1570800
1435,37,6,Bachelor,Coimbatore,714,55,10,No,4.58,1322800
1436,28,5,Master,Pune,629,35,5,Yes,2.46,985400
1437,36,10,High School,Chennai,2814,57,9,Yes,2.47,1230200
1438,50,15,Bachelor,Bangalore,480,52,2,Yes,4.75,1719400
1439,26,4,High School,Kochi,1929,36,0,Yes,3.16,794400
1440,54,21,Master,Coimbatore,4979,52,2,No,2.86,2300100
1441,58,22,Diploma,Chennai,671,35,3,No,2.43,1866600
1442,55,18,Diploma,Bangalore,1561,35,5,Yes,2.49,1660600
1443,58,21,Bachelor,Pune,3514,38,5,Yes,3.59,2171600
1444,37,9,High School,Coimbatore,2839,58,0,No,2.24,1134900
1445,49,21,High School,Delhi,4980,51,1,No,4.18,2096300
1446,41,7,Bachelor,Coimbatore,2479,54,7,No,3.64,1346100
1447,33,7,Bachelor,Kochi,3828,58,7,No,4.77,1501300
1448,46,8,Bachelor,Hyderabad,3178,43,0,Yes,4.36,1296100
1449,45,18,Bachelor,Chennai,3578,55,10,Yes,2.45,1988000
1450,32,6,Bachelor,Mumbai,2783,36,0,No,3.18,1024000
1451,40,14,Bachelor,Pune,4005,49,7,No,3.31,1671600
1452,31,1,Bachelor,Bangalore,568,60,5,No,3.82,879300
1453,30,6,Master,Kochi,4038,30,4,Yes,3.02,1271900
1454,40,10,Diploma,Hyderabad,4358,39,5,No,4.42,1384900
1455,29,0,High School,Coimbatore,3051,43,3,Yes,4.83,822300
1456,35,13,Bachelor,Coimbatore,2318,47,5,No,4.09,1622200
1457,29,8,Bachelor,Pune,4876,49,3,Yes,3.47,1287600
1458,51,20,Master,Kochi,1235,49,5,Yes,3.59,2118900
1459,50,12,PhD,Mumbai,568,44,6,Yes,4.37,1730600
1460,38,9,Master,Coimbatore,2040,37,10,Yes,2.98,1391400
1461,60,21,Bachelor,Delhi,3990,40,9,Yes,4.47,2295300
1462,33,11,Diploma,Chennai,1616,46,8,No,2.74,1350400
1463,45,9,High School,Mumbai,1693,34,4,Yes,2.09,1048900
1464,47,18,Master,Hyderabad,3679,50,6,Yes,3.78,2146400
1465,41,13,Bachelor,Coimbatore,2352,35,9,Yes,2.97,1603100
1466,22,1,Bachelor,Delhi,1181,40,6,Yes,3.89,884600
1467,41,9,Master,Chennai,2337,40,9,Yes,4.65,1618500
1468,24,0,Bachelor,Bangalore,1166,34,1,Yes,4.82,637200
1469,36,11,Bachelor,Bangalore,3400,40,1,No,3.2,1417600
1470,24,0,Bachelor,Hyderabad,4510,56,1,Yes,3.35,753300
1471,28,4,Diploma,Chennai,4588,30,0,Yes,3.44,708500
1472,23,1,Diploma,Hyderabad,4120,40,5,No,4.27,870500
1473,46,20,Bachelor,Kochi,4525,32,0,Yes,3.77,1986700
1474,34,8,Bachelor,Bangalore,4784,58,5,Yes,3.19,1413700
1475,30,0,Master,Mumbai,2196,47,5,No,2.48,761800
1476,33,7,Diploma,Mumbai,3236,33,10,No,3.35,1143800
1477,49,13,Bachelor,Kochi,1696,35,1,Yes,3.16,1389000
1478,27,3,Diploma,Mumbai,1775,58,9,No,3.08,853800
1479,24,0,Master,Mumbai,1796,46,0,No,2.04,612600
1480,32,7,Master,Kochi,2701,44,6,Yes,4.76,1418200
1481,51,15,PhD,Pune,656,49,1,Yes,4.56,1927600
1482,60,23,Bachelor,Chennai,2505,44,6,Yes,2.29,2159500
1483,44,14,Bachelor,Delhi,643,38,6,Yes,2.89,1569300
1484,23,2,Bachelor,Pune,1005,59,10,Yes,4.64,1072100
1485,51,18,Master,Coimbatore,4769,52,8,No,2.81,2140300
1486,57,16,Diploma,Bangalore,3276,51,6,Yes,2.11,1655800
1487,48,17,PhD,Chennai,536,60,4,No,4.16,2109200
1488,33,7,Bachelor,Pune,1943,52,7,Yes,4.99,1388800
1489,23,2,Bachelor,Coimbatore,1916,52,0,No,3.09,728700
1490,59,19,Bachelor,Delhi,3061,53,8,Yes,2.96,2115900
1491,43,9,Bachelor,Delhi,2415,34,10,No,4.03,1484900
1492,47,13,Bachelor,Hyderabad,2746,59,5,No,3.35,1718900
1493,55,21,High School,Hyderabad,4925,40,8,Yes,4.55,2156100
1494,57,25,Diploma,Kochi,689,56,6,Yes,4.97,2503700
1495,55,21,High School,Hyderabad,1877,51,5,No,2.35,1935400
1496,44,10,Bachelor,Kochi,1814,48,5,No,4.06,1457900
1497,27,4,Diploma,Pune,24,58,8,Yes,3.49,997400
1498,25,1,Master,Mumbai,1734,47,10,Yes,4.85,1081900
1499,33,7,Diploma,Hyderabad,604,32,4,No,4.85,1125800
1500,48,20,High School,Mumbai,2831,42,5,Yes,2.91,1853900
1501,60,20,Bachelor,Chennai,4045,31,7,No,3.05,2013500
1502,37,7,Bachelor,Bangalore,3482,52,9,No,4.85,1385400
1503,52,21,PhD,Bangalore,3910,38,8,Yes,2.25,2292200
1504,27,0,Diploma,Coimbatore,301,40,4,No,2.65,512200
1505,47,19,Bachelor,Chennai,4167,44,1,Yes,3.39,1985100
1506,57,16,Bachelor,Chennai,2094,48,1,No,2.52,1733700
1507,49,16,Bachelor,Delhi,3515,33,10,Yes,4.91,2012300
1508,25,3,High School,Hyderabad,3106,31,4,Yes,2.67,745900
1509,58,23,Bachelor,Bangalore,851,35,2,Yes,4.22,2136500
1510,59,19,Bachelor,Kochi,188,52,8,No,3.9,2022600
1511,27,2,Bachelor,Kochi,568,32,1,No,4.63,819700
1512,43,9,Diploma,Hyderabad,1011,30,2,Yes,3.71,1113800
1513,33,0,Bachelor,Mumbai,3934,32,10,Yes,3.75,899200
1514,28,2,Diploma,Hyderabad,3220,30,5,Yes,3.53,736300
1515,21,0,Bachelor,Chennai,2504,58,2,No,4.76,943700
1516,51,18,Bachelor,Coimbatore,1774,33,2,No,3.66,1803500
1517,55,21,Bachelor,Hyderabad,577,45,8,Yes,3.7,2114700
1518,36,6,Bachelor,Pune,2170,43,0,No,2.13,899700
1519,41,12,Bachelor,Delhi,3221,44,9,Yes,4.25,1677800
1520,29,0,Bachelor,Kochi,1308,37,9,No,3.49,793800
1521,25,1,High School,Bangalore,1212,54,10,Yes,3.11,765100
1522,46,14,PhD,Delhi,2506,56,8,No,4.76,2205700
1523,51,15,Master,Hyderabad,3864,40,1,No,4.93,1913600
1524,55,16,Bachelor,Mumbai,2242,57,4,Yes,2.94,1768900
1525,41,15,Bachelor,Mumbai,1591,56,5,No,2.84,1681800
1526,59,18,Master,Hyderabad,2436,36,10,No,4.14,2186800
1527,56,18,Bachelor,Hyderabad,980,53,4,Yes,2.62,1900200
1528,42,14,Bachelor,Pune,3228,45,4,No,3.61,1762400
1529,30,5,Diploma,Kochi,4531,42,0,Yes,2.57,867900
1530,37,12,PhD,Mumbai,4207,48,6,Yes,2.8,1749000
1531,48,13,Diploma,Kochi,3189,40,1,Yes,2.54,1306000
1532,44,14,High School,Bangalore,2292,33,8,No,2.38,1301300
1533,27,6,Diploma,Chennai,100,33,5,No,2.85,830700
1534,36,9,Bachelor,Mumbai,4547,41,3,Yes,2.07,1272300
1535,58,21,Master,Kochi,1684,47,9,Yes,4.86,2435700
1536,26,0,PhD,Coimbatore,1040,33,3,No,2.66,767700
1537,50,12,Master,Mumbai,899,30,3,No,3.31,1419800
1538,59,24,Diploma,Bangalore,3366,52,7,No,2.45,2196500
1539,45,17,High School,Mumbai,1700,58,10,No,3.31,1804700
1540,54,19,Bachelor,Kochi,3642,49,3,No,2.43,1932600
1541,25,0,Bachelor,Kochi,1716,36,5,No,3.22,644400
1542,36,7,Bachelor,Coimbatore,218,51,9,Yes,3.94,1158700
1543,25,0,Bachelor,Delhi,2965,42,0,No,3.31,694500
1544,49,17,Bachelor,Pune,2224,41,4,No,2.47,1735000
1545,35,11,Bachelor,Pune,317,42,5,Yes,4.28,1391500
1546,26,2,Bachelor,Chennai,2071,32,8,No,3.36,850800
1547,39,12,Master,Hyderabad,1896,43,4,Yes,3.56,1641300
1548,35,11,Bachelor,Hyderabad,2381,47,7,No,4.68,1590500
1549,36,15,Bachelor,Bangalore,571,54,1,No,4.45,1755000
1550,32,1,Bachelor,Delhi,1485,34,8,Yes,2.74,711500
1551,21,0,Bachelor,Chennai,4123,46,0,No,2.4,655800
1552,24,0,Diploma,Delhi,4721,55,4,No,2.74,711600
1553,32,5,Diploma,Chennai,569,42,2,Yes,2.86,725400
1554,54,21,Bachelor,Kochi,4321,44,10,No,4.36,2273000
1555,57,20,Master,Kochi,1387,46,7,Yes,4.41,2166500
1556,34,13,Master,Bangalore,4971,58,6,No,3.13,1889000
1557,44,17,Master,Pune,3587,54,10,Yes,3.35,2112900
1558,58,23,Bachelor,Mumbai,3266,37,2,Yes,4.7,2207900
1559,49,16,Master,Delhi,1696,44,2,No,4.88,2011600
1560,36,15,Master,Mumbai,3084,31,5,No,4.73,1879600
1561,48,18,Master,Coimbatore,351,59,7,Yes,3.06,2028400
1562,33,5,High School,Bangalore,1215,53,8,No,2.18,971100
1563,53,19,High School,Kochi,2756,55,9,No,3.04,2033800
1564,41,11,Bachelor,Bangalore,3611,54,7,No,4.29,1681100
1565,23,0,Master,Bangalore,1276,59,6,No,3.98,911500
1566,49,16,Diploma,Pune,783,49,6,No,3.18,1609100
1567,23,1,Diploma,Kochi,4683,36,6,Yes,3.28,738400
1568,57,21,High School,Bangalore,1358,57,0,No,4.18,2126100
1569,25,3,Diploma,Coimbatore,955,32,10,No,4.44,1059800
1570,42,6,Master,Mumbai,4747,47,8,No,3.89,1319500
1571,41,7,Master,Mumbai,4884,54,3,Yes,4.44,1438900
1572,48,13,Bachelor,Coimbatore,3335,31,9,No,4.41,1737400
1573,37,10,Diploma,Pune,2057,44,2,Yes,4.09,1318000
1574,53,15,Bachelor,Delhi,2470,32,3,Yes,3.87,1733000
1575,25,3,High School,Kochi,3560,34,6,No,4.94,862000
1576,42,13,Diploma,Coimbatore,3266,48,3,No,3.29,1499400
1577,36,8,Diploma,Hyderabad,4918,40,9,No,4.56,1469600
1578,27,6,High School,Kochi,4055,58,1,Yes,4.98,1225400
1579,21,0,Bachelor,Delhi,2946,51,9,Yes,2.12,745300
1580,40,10,Bachelor,Chennai,21,56,3,Yes,4.69,1426900
1581,52,21,Bachelor,Bangalore,2350,34,1,No,3.82,2087900
1582,37,12,Bachelor,Coimbatore,4988,37,4,Yes,3.18,1578500
1583,42,10,Master,Delhi,4188,39,4,No,3.25,1430500
1584,36,10,Bachelor,Pune,1991,44,2,Yes,2.11,1117300
1585,24,0,Diploma,Coimbatore,1053,34,1,No,4.31,581900
1586,41,7,Bachelor,Bangalore,4542,53,9,No,4.81,1463800
1587,34,11,Bachelor,Kochi,1588,41,1,Yes,2.09,1185700
1588,37,5,Bachelor,Kochi,2670,44,2,No,4.24,1173300
1589,48,12,Master,Hyderabad,80,57,2,No,3.25,1426700
1590,52,20,High School,Hyderabad,1986,46,9,No,4.87,2111900
1591,33,6,Master,Delhi,2829,55,9,No,3.01,1297200
1592,27,0,Bachelor,Pune,1230,40,10,No,3.59,825800
1593,54,23,Bachelor,Kochi,342,44,9,No,3.62,2269300
1594,50,19,Bachelor,Bangalore,3907,56,6,No,4.74,2235300
1595,59,16,Master,Pune,3700,38,4,Yes,4.45,1911100
1596,58,22,Bachelor,Chennai,1836,60,7,Yes,3.19,2284500
1597,48,17,Master,Kochi,153,46,10,No,4.31,2061700
1598,24,0,Bachelor,Mumbai,969,57,3,No,3.68,765900
1599,42,14,High School,Kochi,672,40,10,Yes,4.84,1741000
1600,22,1,Master,Hyderabad,2414,51,4,No,2.49,926100
1601,48,16,High School,Mumbai,2555,47,8,Yes,2.23,1656200
1602,30,9,High School,Pune,560,54,4,Yes,2.34,1004800
1603,49,14,Master,Coimbatore,4204,33,7,No,4.36,1934200
1604,43,13,Bachelor,Pune,4487,60,4,Yes,4.73,1759900
1605,60,25,High School,Bangalore,1349,34,5,Yes,3.57,2102500
1606,55,23,Master,Delhi,264,40,6,No,2.31,2320800
1607,53,19,Diploma,Coimbatore,4823,53,1,Yes,4.5,1955000
1608,52,15,Bachelor,Delhi,1651,58,0,Yes,3.36,1645400
1609,21,0,Bachelor,Delhi,2794,43,0,No,4.59,779700
1610,26,3,Bachelor,Bangalore,4876,34,7,No,3.66,1039700
1611,56,20,Bachelor,Chennai,2617,37,4,No,2.88,1925500
1612,27,5,PhD,Hyderabad,2135,56,6,Yes,2.84,1325400
1613,47,23,Bachelor,Coimbatore,2546,53,4,No,2.07,2147000
1614,39,8,Master,Bangalore,2989,33,1,No,4.3,1424800
1615,41,13,Diploma,Bangalore,1916,31,4,No,4.52,1507200
1616,56,21,High School,Mumbai,4544,51,4,Yes,4.69,2051700
1617,23,0,High School,Delhi,2224,53,0,Yes,2.21,555200
1618,58,28,High School,Delhi,3345,47,1,No,2.48,2344900
1619,56,22,Bachelor,Hyderabad,4681,52,1,Yes,3.41,2161800
1620,29,8,Master,Pune,3361,30,10,No,3.73,1570400
1621,33,4,Bachelor,Kochi,1596,56,8,No,3.03,1075300
1622,46,18,Bachelor,Mumbai,2060,49,1,No,2.76,1806900
1623,59,14,Bachelor,Pune,2092,52,2,Yes,4.44,1721000
1624,58,25,Diploma,Chennai,1911,37,0,Yes,4.05,2251300
1625,29,7,Diploma,Chennai,1741,52,1,Yes,3.24,1029200
1626,42,13,Master,Bangalore,3040,40,6,No,3.98,1800900
1627,38,8,Bachelor,Pune,3208,41,3,Yes,3.47,1249100
1628,38,8,Bachelor,Hyderabad,523,55,0,No,3.57,1205600
1629,34,2,Diploma,Mumbai,1470,43,0,No,4.36,820200
1630,54,22,Bachelor,Pune,3701,36,4,No,4.89,2323100
1631,38,11,Master,Chennai,1940,50,7,No,2.66,1590400
1632,56,14,Diploma,Delhi,4296,38,1,No,4.59,1623900
1633,54,21,High School,Bangalore,1996,58,4,No,4.43,2054500
1634,56,23,Master,Hyderabad,4091,46,0,Yes,4.88,2374700
1635,41,12,Bachelor,Delhi,31,45,3,Yes,2.33,1200000
1636,40,10,Bachelor,Mumbai,4822,36,10,No,4.01,1519800
1637,59,20,Bachelor,Pune,2026,40,0,No,3.07,1895100
1638,36,5,Bachelor,Chennai,644,33,9,Yes,2.69,954200
1639,23,2,PhD,Bangalore,860,51,8,No,4.16,1275700
1640,35,8,High School,Mumbai,115,59,9,No,2.36,1076700
1641,38,6,Master,Bangalore,2811,59,3,Yes,2.28,1090100
1642,37,10,Bachelor,Pune,381,45,4,Yes,3.97,1295600
1643,21,0,PhD,Kochi,2729,33,1,Yes,4.77,955500
1644,38,14,Master,Coimbatore,4577,52,2,Yes,4.22,1854000
1645,57,23,Diploma,Hyderabad,1938,53,0,Yes,2.59,2017000
1646,34,8,High School,Coimbatore,1868,49,2,Yes,2.35,1040600
1647,34,4,Master,Kochi,1280,52,1,Yes,3.42,1096700
1648,21,0,Diploma,Kochi,909,32,2,Yes,2.22,401900
1649,47,17,Master,Mumbai,4281,52,8,No,4.66,2233700
1650,31,7,Bachelor,Pune,3698,43,2,No,2.84,1078000
1651,37,4,Master,Chennai,1627,42,4,No,4.32,1084900
1652,50,22,Diploma,Hyderabad,460,37,8,Yes,3.68,2015300
1653,46,18,Master,Hyderabad,452,46,2,Yes,4.4,1951600
1654,36,11,Bachelor,Bangalore,1998,47,8,Yes,3.02,1446500
1655,55,22,Bachelor,Hyderabad,380,43,7,Yes,2.42,2062600
1656,35,7,Diploma,Coimbatore,605,43,10,Yes,4.21,1183400
1657,41,7,PhD,Delhi,265,31,0,Yes,4.33,1298300
1658,22,1,High School,Hyderabad,4819,32,1,Yes,3.44,554300
1659,27,0,Bachelor,Chennai,4975,30,2,No,2.94,696600
1660,28,5,Bachelor,Mumbai,2156,35,1,Yes,3.8,926700
1661,57,19,Bachelor,Bangalore,1253,35,4,Yes,2.94,1832400
1662,51,21,High School,Chennai,42,51,4,Yes,3.13,1882800
1663,42,16,Bachelor,Hyderabad,3339,42,9,Yes,2.71,1846800
1664,30,6,PhD,Delhi,421,41,4,Yes,4.36,1288000
1665,45,13,High School,Coimbatore,454,43,3,Yes,3.23,1278600
1666,60,19,Master,Chennai,4327,35,2,Yes,2.18,1889300
1667,24,3,Bachelor,Bangalore,4573,59,8,Yes,2.78,1005100
1668,37,13,Bachelor,Coimbatore,4103,58,3,Yes,3.13,1609900
1669,33,6,Bachelor,Hyderabad,556,34,6,No,4.18,1127900
1670,54,15,Master,Kochi,2457,35,0,Yes,4.64,1766700
1671,29,1,Bachelor,Pune,872,39,4,Yes,3.39,775600
1672,23,2,PhD,Kochi,1303,41,5,No,4.6,1146400
1673,23,2,Master,Delhi,2804,47,10,Yes,2.88,1119300
1674,22,0,Bachelor,Mumbai,2400,46,9,Yes,4.32,856100
1675,27,1,Bachelor,Hyderabad,2276,40,2,No,3.83,836900
1676,24,0,Bachelor,Chennai,2406,37,3,Yes,2.63,564400
1677,43,14,Bachelor,Bangalore,3253,53,3,Yes,4.42,1825300
1678,26,5,Bachelor,Bangalore,4479,31,9,Yes,2.72,1101500
1679,26,1,Diploma,Kochi,2666,37,0,No,4.56,701600
1680,25,4,Bachelor,Coimbatore,2702,42,1,No,4.88,1050800
1681,47,16,Bachelor,Chennai,107,59,2,Yes,4.46,1715300
1682,22,0,Bachelor,Hyderabad,4912,46,0,Yes,4.07,750300
1683,42,7,Bachelor,Mumbai,4903,33,6,Yes,4.65,1343600
1684,34,4,Bachelor,Chennai,644,39,9,Yes,4.43,1127800
1685,54,17,Diploma,Mumbai,1870,37,6,No,3.03,1665100
1686,22,0,Bachelor,Hyderabad,1311,60,3,Yes,2.22,595800
1687,49,16,High School,Mumbai,318,52,4,Yes,3.56,1660800
1688,47,16,Bachelor,Chennai,2784,37,7,No,3.29,1800100
1689,23,0,Master,Kochi,167,60,0,Yes,4.62,840400
1690,24,0,Bachelor,Bangalore,243,42,2,No,2.22,504500
1691,34,9,Diploma,Delhi,2934,31,6,Yes,3.31,1219100
1692,27,0,Bachelor,Hyderabad,1747,46,4,No,4.25,819900
1693,23,2,Bachelor,Coimbatore,1609,40,4,Yes,3.43,844300
1694,56,20,Bachelor,Pune,1934,50,5,Yes,2.16,1883200
1695,44,9,Bachelor,Chennai,4176,41,9,Yes,4.41,1538000
1696,39,4,Master,Coimbatore,2110,48,2,No,4.27,1103700
1697,57,18,Master,Kochi,2448,56,8,No,2.27,1989800
1698,54,18,Bachelor,Kochi,4679,37,2,No,3.7,1980900
1699,39,14,Bachelor,Pune,1454,58,3,Yes,2.55,1582700
1700,35,7,PhD,Kochi,4639,47,0,No,3.87,1486600
1701,22,1,Bachelor,Bangalore,3765,54,6,Yes,3.93,944600
1702,32,6,Master,Pune,4279,49,3,No,4.01,1290900
1703,59,26,Master,Hyderabad,4616,54,0,No,4.48,2611400
1704,43,19,Diploma,Hyderabad,4658,49,6,No,2.09,1851300
1705,30,1,Bachelor,Hyderabad,3576,51,4,Yes,4.35,979700
1706,45,11,Bachelor,Pune,142,47,7,No,2.29,1313100
1707,30,5,Bachelor,Delhi,1004,38,3,No,3.2,872000
1708,30,5,Bachelor,Mumbai,352,57,0,Yes,3.44,1052000
1709,35,12,Bachelor,Kochi,3209,32,0,Yes,4.5,1496100
1710,45,13,Bachelor,Delhi,228,31,1,No,3.58,1407000
1711,60,22,Bachelor,Bangalore,2652,31,7,No,4.32,2241600
1712,54,21,Bachelor,Kochi,1196,31,5,Yes,3.91,2120200
1713,38,13,Bachelor,Mumbai,3220,35,0,No,4.66,1614900
1714,46,15,Diploma,Hyderabad,2842,30,8,Yes,4.24,1652500
1715,52,17,Master,Chennai,1338,48,9,Yes,4.31,1995000
1716,37,16,Bachelor,Mumbai,570,36,3,Yes,3.36,1659800
1717,26,5,Bachelor,Hyderabad,1679,41,6,Yes,3.4,1003200
1718,26,1,PhD,Hyderabad,852,32,9,Yes,2.0,886500
1719,28,4,Master,Delhi,1104,44,7,No,3.13,1145100
1720,33,7,Bachelor,Mumbai,2535,38,9,Yes,4.18,1334300
1721,31,7,Diploma,Kochi,2428,46,0,Yes,3.29,983100
1722,39,13,Diploma,Mumbai,852,42,7,Yes,4.78,1597000
1723,50,17,Bachelor,Hyderabad,635,30,2,Yes,4.63,1722000
1724,58,20,Bachelor,Mumbai,4275,59,6,Yes,3.72,2189600
1725,42,12,Master,Coimbatore,1935,54,6,Yes,4.62,1723900
1726,55,20,Bachelor,Delhi,3365,30,5,Yes,3.72,2054500
1727,49,17,Master,Kochi,3319,51,1,No,3.43,1947500
1728,24,0,Diploma,Kochi,4265,54,2,Yes,3.1,724000
1729,21,0,Bachelor,Hyderabad,1498,37,10,No,2.98,776000
1730,31,8,Master,Delhi,141,54,5,No,4.81,1486400
1731,37,8,High School,Hyderabad,615,48,2,No,3.7,1108100
1732,50,17,Bachelor,Mumbai,1946,43,9,No,4.35,1882900
1733,22,1,Master,Delhi,297,60,9,Yes,3.99,1016600
1734,55,16,Master,Mumbai,4176,39,10,Yes,2.89,1974700
1735,59,20,Bachelor,Bangalore,708,39,5,No,3.88,2095700
1736,53,13,Master,Coimbatore,770,41,2,Yes,4.69,1705800
1737,46,11,Bachelor,Hyderabad,234,59,9,No,2.82,1498000
1738,25,3,Bachelor,Coimbatore,4074,49,8,No,3.15,1043500
1739,30,7,Bachelor,Coimbatore,1280,56,2,No,3.55,1145800
1740,33,2,Master,Delhi,4315,30,6,Yes,4.05,1029900
1741,36,5,Master,Delhi,3216,42,9,No,4.06,1384800
1742,57,25,Diploma,Hyderabad,2826,57,5,No,2.75,2324700
1743,54,16,Diploma,Delhi,2429,35,10,Yes,3.9,1828400
1744,29,2,Master,Kochi,1840,57,3,Yes,3.02,869600
1745,31,5,Master,Hyderabad,4386,54,5,No,2.53,1272000
1746,42,6,Diploma,Pune,1840,40,8,No,2.31,1068600
1747,53,22,Bachelor,Chennai,4031,46,4,No,4.85,2398000
1748,56,19,Master,Mumbai,2163,37,0,Yes,2.92,1966800
1749,60,26,Bachelor,Bangalore,947,59,7,No,2.49,2478900
1750,33,2,Bachelor,Mumbai,328,32,5,Yes,3.18,709900
1751,26,1,Bachelor,Delhi,1677,33,3,Yes,3.1,722800
1752,34,9,Master,Bangalore,1970,55,6,No,4.55,1554200
1753,23,2,PhD,Hyderabad,913,39,1,Yes,4.33,1050800
1754,32,2,Master,Bangalore,4867,46,7,Yes,3.82,1124800
1755,29,4,Bachelor,Pune,4232,46,8,No,3.21,1101700
1756,29,8,Master,Kochi,3428,31,5,No,4.38,1409800
1757,49,14,Master,Hyderabad,4056,52,5,No,4.95,1973900
1758,38,7,Bachelor,Delhi,2619,55,9,No,2.53,1253400
1759,29,3,Diploma,Bangalore,3527,40,0,Yes,4.8,955500
1760,21,0,Master,Delhi,1900,48,10,Yes,2.22,819800
1761,36,13,Master,Bangalore,2690,57,5,Yes,2.63,1758000
1762,41,11,Diploma,Kochi,4571,53,2,Yes,2.85,1361100
1763,39,12,Bachelor,Coimbatore,1200,45,3,No,3.35,1420500
1764,49,16,Bachelor,Chennai,1082,41,8,Yes,4.76,1863300
1765,39,12,Bachelor,Hyderabad,4471,55,1,Yes,2.57,1591100
